contact_sheet_id,old_filename,reviewed_filename,review_basis
0022,acoustic-guitars-and-custom-soundproofing-in-studio-a-at-checkmark-audio-creating-a-professional-environment-for-music-production.jpg,studio-a-acoustic-guitars-and-panels-view-02.jpg,visual contact-sheet review
0032,albuquerque-music-recording-studio-engineer-working-at-a-computer-station-in-the-studio-at-checkmark-audio-focused-on-mixing-and-sound-production-alternate-02.jpg,mixing-engineer-at-studio-workstation.jpg,visual contact-sheet review
0033,albuquerque-music-recording-studio-engineer-working-at-a-computer-station-in-the-studio-at-checkmark-audio-focused-on-mixing-and-sound-production.jpg,mixing-engineer-at-studio-workstation-view-02.jpg,visual contact-sheet review
0051,another-close-up-shot-of-a-microphone-in-a-recording-booth-this-time-with-green-lighting-the-setting-underscores-the-professional-grade-equipment-and.jpg,vocal-booth-microphone-green-light.jpg,visual contact-sheet review
0082,artistic-ceiling-and-wall-decor-in-studio-b-at-checkmark-audio-featuring-unique-paintings-and-acoustic-treatments-for-an-inspiring-recording-environme-alternate-02.jpg,studio-b-art-and-acoustic-ceiling.jpg,visual contact-sheet review
0083,artistic-ceiling-and-wall-decor-in-studio-b-at-checkmark-audio-featuring-unique-paintings-and-acoustic-treatments-for-an-inspiring-recording-environme.jpg,studio-b-art-and-acoustic-ceiling-view-02.jpg,visual contact-sheet review
0097,audio-engineer-richard-working-on-a-mixing-project-in-studio-b-at-checkmark-audio-focused-on-achieving-high-quality-sound-production-alternate-02.jpg,richard-baca-mixing-workstation.jpg,visual contact-sheet review
0098,audio-engineer-richard-working-on-a-mixing-project-in-studio-b-at-checkmark-audio-focused-on-achieving-high-quality-sound-production.jpg,richard-baca-mixing-workstation-view-02.jpg,visual contact-sheet review
0099,audio-engineers-richard-and-marz-working-on-a-project-in-studio-b-at-checkmark-audio-albuquerque-capturing-a-focused-and-collaborative-music-productio-alternate-02.jpg,richard-baca-and-marz-studio-session.jpg,visual contact-sheet review
0100,audio-engineers-richard-and-marz-working-on-a-project-in-studio-b-at-checkmark-audio-albuquerque-capturing-a-focused-and-collaborative-music-productio.jpg,richard-baca-and-marz-studio-session-view-02.jpg,visual contact-sheet review
0101,basic.jpg,mixing-mastering-basic-package-graphic.jpg,visual contact-sheet review
0112,booth1.jpg,vocal-recording-artist-booth-green-light.jpg,visual contact-sheet review
0113,booth2.jpg,vocal-recording-artist-booth-purple-light.jpg,visual contact-sheet review
0114,booth3.jpg,vocal-recording-artist-booth-blue-light.jpg,visual contact-sheet review
0126,checkmark-audio-image-1378f8a567.jpg,vocal-recording-studio-microphone-close-up.jpg,visual contact-sheet review
0127,checkmark-audio-image-13b7a50da8.jpg,gavin-hammond-headphones-profile.jpg,visual contact-sheet review
0128,checkmark-audio-image-1b03d3b376-alternate-02.jpg,singer-stage-smoke.jpg,visual contact-sheet review
0129,checkmark-audio-image-1b03d3b376.jpg,singer-stage-smoke-view-02.jpg,visual contact-sheet review
0130,checkmark-audio-image-1cdcd3fd4e.jpg,music-production-engineer-keyboard.jpg,visual contact-sheet review
0131,checkmark-audio-image-1d576b543b.jpg,vocalist-through-studio-window.jpg,visual contact-sheet review
0132,checkmark-audio-image-233931ffd9.png,music-note-icon.png,visual contact-sheet review
0133,checkmark-audio-image-25d497ca7e.jpg,checkmark-audio-lounge-sign.jpg,visual contact-sheet review
0134,checkmark-audio-image-26f121b7ba.jpg,vocal-recording-microphone-keyboard-graphic.jpg,visual contact-sheet review
0135,checkmark-audio-image-4ec008ac5b.png,gavin-hammond-keyboard-performance.png,visual contact-sheet review
0136,checkmark-audio-image-55947d3aaf.jpg,studio-a-lounge-guitar-mural.jpg,visual contact-sheet review
0137,checkmark-audio-image-70cd5c0abc.jpeg,studio-a-guitar-mural.jpg,visual contact-sheet review
0138,checkmark-audio-image-7582c605bf.jpg,studio-a-guitar-mural-view-02.jpg,visual contact-sheet review
0139,checkmark-audio-image-7db224a4b6-alternate-02.jpg,recording-session-studio-lounge.jpg,visual contact-sheet review
0140,checkmark-audio-image-7db224a4b6.jpg,recording-session-studio-lounge-view-02.jpg,visual contact-sheet review
0141,checkmark-audio-image-83d7df8d50.jpg,vocal-recording-artist-booth-rear.jpg,visual contact-sheet review
0142,checkmark-audio-image-924fc349eb-alternate-02.jpg,vocal-booth-microphone-low-angle.jpg,visual contact-sheet review
0143,checkmark-audio-image-924fc349eb.jpg,vocal-booth-microphone-low-angle-view-02.jpg,visual contact-sheet review
0144,checkmark-audio-image-9ab1f2e17d-alternate-02.jpg,checkmark-audio-studio-sign.png,visual contact-sheet review
0145,checkmark-audio-image-9ab1f2e17d.jpg,checkmark-audio-studio-sign-view-02.png,visual contact-sheet review
0146,checkmark-audio-image-a075344070.png,studio-interview-speaker.png,visual contact-sheet review
0147,checkmark-audio-image-a5e2e3a6eb.jpg,studio-collage-wall.jpg,visual contact-sheet review
0148,checkmark-audio-image-a8a822fa30.jpg,studio-a-lounge-wide.jpg,visual contact-sheet review
0149,checkmark-audio-image-aa64bebf3c.jpg,studio-a-lounge-window.jpg,visual contact-sheet review
0150,checkmark-audio-image-abab8d401a.jpg,studio-a-lounge-portrait.jpg,visual contact-sheet review
0151,checkmark-audio-image-b11c6a4243.png,vocal-recording-engineer-headphones.png,visual contact-sheet review
0152,checkmark-audio-image-c26cd04e44-alternate-02.jpg,studio-a-lounge-wide-view-02.jpg,visual contact-sheet review
0153,checkmark-audio-image-c26cd04e44.jpg,studio-a-lounge-wide-view-03.jpg,visual contact-sheet review
0154,checkmark-audio-image-c68f2394d5.jpg,vocal-recording-session-offer-graphic.jpg,visual contact-sheet review
0155,checkmark-audio-image-d370ee2a8d-alternate-02.jpg,studio-team-group-portrait.jpg,visual contact-sheet review
0156,checkmark-audio-image-d370ee2a8d.jpg,studio-team-group-portrait-view-02.jpg,visual contact-sheet review
0157,checkmark-audio-image-e943bbf8b4-alternate-02.png,gavin-hammond-keyboard-performance-view-02.png,visual contact-sheet review
0158,checkmark-audio-image-e943bbf8b4.png,gavin-hammond-keyboard-performance-view-03.png,visual contact-sheet review
0159,checkmark-audio-image-f31fa1f8e0.jpg,recording-session-studio-lounge-view-03.jpg,visual contact-sheet review
0160,checkmark-audio-image-f904eeedf6.jpg,checkmark-audio-studio-sign.jpg,visual contact-sheet review
0161,checkmark-audio-image-fa7ca84cfe.jpg,vocalist-through-studio-window-view-02.jpg,visual contact-sheet review
0163,checkmark-audio-logo-with-a-purple-background-representing-the-professional-recording-studio-in-albuquerque-new-mexico.jpg,checkmark-audio-purple-studio-logo.jpg,visual contact-sheet review
0213,close-up-of-a-microphone-in-the-vocal-booth-at-checkmark-audios-studio-b-optimized-for-capturing-clear-and-precise-vocal-performances-alternate-02.jpg,studio-b-vocal-booth-microphone.jpg,visual contact-sheet review
0214,close-up-of-a-microphone-in-the-vocal-booth-at-checkmark-audios-studio-b-optimized-for-capturing-clear-and-precise-vocal-performances.jpg,studio-b-vocal-booth-microphone-view-02.jpg,visual contact-sheet review
0225,cmp-graphic3.png,artist-photography-career-graphic.png,visual contact-sheet review
0226,cmp-graphic4.png,artist-photography-career-graphic-view-02.png,visual contact-sheet review
0227,cmp-logo1.png,checkmark-photography-logo.png,visual contact-sheet review
0228,cmp-marz-graphic-edited.png,marz-artist-photography-promo.png,visual contact-sheet review
0229,cmpbanner2.jpg,checkmark-photography-concert-banner.jpg,visual contact-sheet review
0230,cmpmarzgraphic.png,marz-artist-photography-promo-view-02.png,visual contact-sheet review
0231,cmpmilliegraphic-alternate-02.png,millie-artist-photography-promo.png,visual contact-sheet review
0232,cmpmilliegraphic-alternate-03.png,millie-artist-photography-promo-view-02.png,visual contact-sheet review
0233,cmpmilliegraphic.png,millie-artist-photography-promo-view-03.png,visual contact-sheet review
0234,comfortable-waiting-area-in-the-recording-studio-at-checkmark-audio-featuring-a-couch-music-studio-waiting-room-alternate-02.jpg,checkmark-audio-studio-waiting-area.jpg,visual contact-sheet review
0235,comfortable-waiting-area-in-the-recording-studio-at-checkmark-audio-featuring-a-couch-music-studio-waiting-room.jpg,checkmark-audio-studio-waiting-area-view-02.jpg,visual contact-sheet review
0254,cozy-recording-studio-at-checkmark-audio-featuring-colorful-wall-art-and-a-comfortable-sofa-in-albuquerque-alternate-02.jpg,studio-a-lounge-guitar-mural-view-02.jpg,visual contact-sheet review
0255,cozy-recording-studio-at-checkmark-audio-featuring-colorful-wall-art-and-a-comfortable-sofa-in-albuquerque.jpg,studio-a-lounge-guitar-mural-view-03.jpg,visual contact-sheet review
0269,drum-kit-setup-in-studio-b-at-checkmark-audio-designed-for-capturing-rich-and-dynamic-percussion-recordings.jpg,studio-b-drum-recording-setup.jpg,visual contact-sheet review
0270,dsc0307.arw,studio-b-art-and-acoustic-ceiling-view-03.jpg,visual contact-sheet review
0271,dsc0321.arw,mixing-engineer-at-studio-workstation-view-03.jpg,visual contact-sheet review
0272,dsc0323.arw,audio-engineers-collaborating-studio.jpg,visual contact-sheet review
0273,dsc04035.jpg,artist-black-and-white-headshot.jpg,visual contact-sheet review
0274,dsc04217-edited.jpg,studio-compressor-rack-close-up-view-03.jpg,visual contact-sheet review
0275,dsc04217.jpg,studio-compressor-rack-close-up-view-04.jpg,visual contact-sheet review
0276,dsc04221-edited.jpg,studio-patch-bay-and-rack-gear.jpg,visual contact-sheet review
0277,dsc04221.jpg,studio-patch-bay-and-rack-gear-view-02.jpg,visual contact-sheet review
0278,dsc04344.jpg,vocal-recording-microphone-close-up.jpg,visual contact-sheet review
0279,dsc04420-edited.jpg,checkmark-audio-studio-sign-wide.jpg,visual contact-sheet review
0280,dsc04420.jpg,checkmark-audio-studio-sign-wide-view-02.jpg,visual contact-sheet review
0281,dsc04426-alternate-02.jpg,drum-recording-snare-close-up.jpg,visual contact-sheet review
0282,dsc04426.jpg,drum-recording-snare-close-up-view-02.jpg,visual contact-sheet review
0283,dsc04427.jpg,drum-recording-kit-detail.jpg,visual contact-sheet review
0284,dsc04432.jpg,drum-recording-cymbal-detail.jpg,visual contact-sheet review
0285,dsc04572.jpg,artist-portrait-reclining.jpg,visual contact-sheet review
0286,dsc04622.jpg,male-vocalist-microphone-portrait.jpg,visual contact-sheet review
0287,dsc04625.jpg,male-vocalist-microphone-portrait-view-02.jpg,visual contact-sheet review
0288,dsc05385-edited.jpg,studio-microphone-and-sign.jpg,visual contact-sheet review
0289,dsc05388.jpg,vocal-booth-microphone-pop-filter.jpg,visual contact-sheet review
0290,dsc05389.jpg,vocal-booth-microphone-pop-filter-view-02.jpg,visual contact-sheet review
0291,dsc05390.jpg,vocal-booth-microphone-pop-filter-view-03.jpg,visual contact-sheet review
0292,dsc0548.arw,group-recording-session-studio-b.jpg,visual contact-sheet review
0293,dsc0549-edited.jpg,group-recording-session-studio-b-view-02.jpg,visual contact-sheet review
0294,dsc0549.arw,group-recording-session-studio-b-view-03.jpg,visual contact-sheet review
0295,dsc0551.arw,engineers-at-control-room-workstation.jpg,visual contact-sheet review
0296,dsc0552.arw,engineers-at-control-room-workstation-view-02.jpg,visual contact-sheet review
0297,dsc0553-edited.jpg,engineers-at-control-room-workstation-view-03.jpg,visual contact-sheet review
0298,dsc0553.arw,engineers-at-control-room-workstation-view-04.jpg,visual contact-sheet review
0299,dsc0554.arw,recording-artist-vocal-booth.jpg,visual contact-sheet review
0300,dsc06004-2.jpg,artist-white-shirt-portrait.jpg,visual contact-sheet review
0301,dsc06306.jpg,guitarist-dark-studio-portrait.jpg,visual contact-sheet review
0302,dsc06414.jpg,guitarist-dark-studio-portrait-view-02.jpg,visual contact-sheet review
0303,dsc06416.jpg,artists-red-light-portrait.jpg,visual contact-sheet review
0304,dsc06420.jpg,artist-purple-silhouette.jpg,visual contact-sheet review
0305,dsc06433.jpg,artist-purple-silhouette-view-02.jpg,visual contact-sheet review
0306,dsc06445.jpg,artist-purple-silhouette-view-03.jpg,visual contact-sheet review
0307,dsc06461.jpg,artist-purple-silhouette-view-04.jpg,visual contact-sheet review
0308,dsc06495.jpg,artist-purple-silhouette-view-05.jpg,visual contact-sheet review
0309,dsc06508.jpg,artist-purple-line-portrait.jpg,visual contact-sheet review
0310,dsc06514.jpg,artist-purple-line-portrait-view-02.jpg,visual contact-sheet review
0311,dsc06518.jpg,artist-purple-line-portrait-view-03.jpg,visual contact-sheet review
0312,dsc06528.jpg,artist-purple-portrait.jpg,visual contact-sheet review
0313,dsc06555-17.jpg,haven-album-cover.jpg,visual contact-sheet review
0314,dsc06930.jpg,artist-side-portrait.jpg,visual contact-sheet review
0315,dsc08341.jpg,studio-control-room-workstation.jpg,visual contact-sheet review
0316,dsc08343.jpg,studio-b-instrument-room.jpg,visual contact-sheet review
0317,dsc08355.jpg,studio-b-vocal-booth-blue-light.jpg,visual contact-sheet review
0318,dsc08356.jpg,studio-b-vocal-booth-blue-light-view-02.jpg,visual contact-sheet review
0319,dsc08359.jpg,studio-b-vocal-booth-red-light.jpg,visual contact-sheet review
0320,dsc08360.jpg,studio-b-vocal-booth-red-light-view-02.jpg,visual contact-sheet review
0321,dsc08361.jpg,studio-b-vocal-booth-red-light-view-03.jpg,visual contact-sheet review
0322,dsc08362.jpg,studio-b-vocal-booth-green-light.jpg,visual contact-sheet review
0323,dsc08363.jpg,studio-b-vocal-booth-green-light-view-02.jpg,visual contact-sheet review
0324,dsc08364.jpg,studio-b-vocal-booth-green-light-view-03.jpg,visual contact-sheet review
0325,dsc08365.jpg,studio-b-vocal-booth-blue-light-view-03.jpg,visual contact-sheet review
0326,dsc08366.jpg,studio-b-vocal-booth-blue-light-view-04.jpg,visual contact-sheet review
0327,dsc08367.jpg,vocal-booth-microphone-blue-light.jpg,visual contact-sheet review
0328,dsc08369.jpg,vocal-booth-microphone-red-light.jpg,visual contact-sheet review
0329,dsc08370.jpg,vocal-booth-microphone-red-green-light.jpg,visual contact-sheet review
0330,dsc08373.jpg,vocal-booth-microphone-warm-light.jpg,visual contact-sheet review
0331,dsc08374.jpg,vocal-booth-microphone-teal-light.jpg,visual contact-sheet review
0332,dsc08375.jpg,vocal-booth-microphone-blue-light-view-02.jpg,visual contact-sheet review
0333,dsc08376.jpg,vocal-booth-microphone-blue-light-view-03.jpg,visual contact-sheet review
0334,dsc08377.jpg,vocal-booth-microphone-blue-light-view-04.jpg,visual contact-sheet review
0335,dsc08378.jpg,vocal-booth-microphone-blue-light-view-05.jpg,visual contact-sheet review
0336,dsc08379.jpg,vocal-booth-microphone-blue-light-view-06.jpg,visual contact-sheet review
0337,dsc08380.jpg,vocal-booth-microphone-green-light-view-02.jpg,visual contact-sheet review
0338,dsc08381.jpg,vocal-booth-microphone-green-light-view-03.jpg,visual contact-sheet review
0339,dsc08382.jpg,vocal-booth-microphone-green-light-view-04.jpg,visual contact-sheet review
0340,dsc08384.jpg,vocal-booth-microphone-blue-light-view-07.jpg,visual contact-sheet review
0341,dsc08385.jpg,vocal-booth-microphone-blue-light-view-08.jpg,visual contact-sheet review
0342,dsc08386.jpg,vocal-booth-microphone-blue-light-view-09.jpg,visual contact-sheet review
0343,dsc08388.jpg,vocal-booth-microphone-red-light-view-02.jpg,visual contact-sheet review
0344,dsc08389.jpg,vocal-booth-microphone-warm-light-view-02.jpg,visual contact-sheet review
0345,dsc08390.jpg,vocal-booth-microphone-warm-light-view-03.jpg,visual contact-sheet review
0346,dsc08391.jpg,vocal-booth-microphone-green-light-view-05.jpg,visual contact-sheet review
0347,dsc08392.jpg,vocal-booth-microphone-green-light-view-06.jpg,visual contact-sheet review
0348,dsc08393.jpg,vocal-booth-microphone-green-light-view-07.jpg,visual contact-sheet review
0349,dsc08394.jpg,vocal-booth-microphone-green-light-view-08.jpg,visual contact-sheet review
0350,dsc08395.jpg,vocal-booth-microphone-blue-green-light-view-02.jpg,visual contact-sheet review
0351,dsc08396.jpg,vocal-booth-microphone-blue-light-view-10.jpg,visual contact-sheet review
0352,dsc08397.jpg,vocal-booth-microphone-red-light-view-03.jpg,visual contact-sheet review
0353,dsc08398.jpg,vocal-booth-microphone-red-green-light-view-02.jpg,visual contact-sheet review
0354,dsc08399.jpg,vocal-booth-microphone-teal-light-view-02.jpg,visual contact-sheet review
0355,dsc08401.jpg,vocal-booth-microphone-blue-light-view-11.jpg,visual contact-sheet review
0356,dsc9314.arw,mixing-engineer-control-room.jpg,visual contact-sheet review
0357,dsc9844-edited.jpg,studio-rack-gear-meters.jpg,visual contact-sheet review
0358,dsc9844.arw,studio-rack-gear-meters-view-02.jpg,visual contact-sheet review
0359,enan5dxg-edited.jpg,music-production-control-room-desk.jpg,visual contact-sheet review
0360,enan5dxg.jpeg,music-production-control-room-desk-view-02.jpg,visual contact-sheet review
0373,g-hammond-a-black-and-white-clipart-image-of-movie-strip-in-the-29a3b3fc-e0c5-4d07-a0d9-1f56e31f1c2b.webp,film-strip-icon-black-and-white.webp,visual contact-sheet review
0374,g-hammond-a-black-and-white-silhouette-of-a-rapper-with-a-micro-4b6e0e60-6587-430a-88c4-aa6dd4534ffa.webp,rapper-microphone-silhouette.webp,visual contact-sheet review
0375,g-hammond-an-emotional-and-powerful-beat-cover-art-featuring-4ea25ebf-e5cb-4192-b4f2-9f380fd95f3a-2-1.png,emotional-beat-cover-art.png,visual contact-sheet review
0376,g-hammond-an-epic-scene-of-a-young-black-boy-standing-triumph-a0927ac7-0c3d-4b0e-bdb3-612ede57bc30-0-1.png,young-guitarist-epic-cover-art.png,visual contact-sheet review
0394,gavin-founder-of-checkmark-audio-in-front-of-a-wall-of-audio-equipment-symbolizing-the-creative-and-welcoming-environment-alternate-02.jpg,gavin-hammond-studio-portrait.jpg,visual contact-sheet review
0395,gavin-founder-of-checkmark-audio-in-front-of-a-wall-of-audio-equipment-symbolizing-the-creative-and-welcoming-environment.jpg,gavin-hammond-studio-portrait-view-02.jpg,visual contact-sheet review
0412,gavin2-alternate-02.jpg,gavin-hammond-mixing-workstation.jpg,visual contact-sheet review
0413,gavin2.jpg,gavin-hammond-mixing-workstation-view-02.jpg,visual contact-sheet review
0414,gavin3-edit.jpg,gavin-hammond-mixing-screen-close-up.jpg,visual contact-sheet review
0485,neh-3-alternate-02.jpg,studio-team-casual-group-photo.jpg,visual contact-sheet review
0486,neh-3.jpg,studio-team-casual-group-photo-view-02.jpg,visual contact-sheet review
0487,personalportrait-edited-edited-edited-edited-variant-02.jpg,gavin-hammond-black-and-white-headshot.jpg,visual contact-sheet review
0488,personalportrait-edited-edited-edited-edited.jpg,gavin-hammond-black-and-white-headshot-view-02.jpg,visual contact-sheet review
0489,personalportrait-edited-edited-edited.jpg,gavin-hammond-black-and-white-headshot-view-03.jpg,visual contact-sheet review
0490,personalportrait-edited-edited.jpg,gavin-hammond-studio-headshot.jpg,visual contact-sheet review
0491,personalportrait-edited.jpg,gavin-hammond-studio-headshot-view-02.jpg,visual contact-sheet review
0492,personalportrait.jpg,gavin-hammond-studio-headshot-view-03.jpg,visual contact-sheet review
0493,photo-20jul-2003-2c-207-2027-2007-20pm-edited-edited.jpg,studio-a-lounge-chair-blue-light.jpg,visual contact-sheet review
0494,photo-20jul-2003-2c-207-2027-2015-20pm-edited-edited.jpg,studio-a-guitar-mural-blue-light.jpg,visual contact-sheet review
0495,photo-20jul-2003-2c-207-2028-2026-20pm-edited-edited.jpg,studio-window-vocal-booth.jpg,visual contact-sheet review
0496,photo-2520jul-252003-252c-25207-252027-252007-2520pm-edited-edited-edited.jpg,studio-a-lounge-chair-blue-light-view-02.jpg,visual contact-sheet review
0497,photo-jul-03-2c-7-27-07-pm-edited-variant-02.jpg,studio-a-lounge-chair-blue-light-view-03.jpg,visual contact-sheet review
0498,photo-jul-03-2c-7-27-07-pm-edited.jpg,studio-a-lounge-chair-blue-light-view-04.jpg,visual contact-sheet review
0499,photo-jul-03-2c-7-27-15-pm-edited.jpg,studio-a-guitar-mural-blue-light-view-02.jpg,visual contact-sheet review
0500,photo-jul-03-2c-7-28-26-pm-edited.jpg,studio-window-vocal-booth-view-02.jpg,visual contact-sheet review
0513,premium.jpg,mixing-mastering-premium-package-graphic.jpg,visual contact-sheet review
0521,received-3819280371655567.jpeg,team-member-blue-shirt-headshot.jpg,visual contact-sheet review
0522,recording-artist-jjune-in-the-vocal-booth-at-checkmark-audio-wearing-headphones-and-ready-for-a-session-in-albuquerque-alternate-02.jpg,jjune-vocal-recording-session.jpg,visual contact-sheet review
0523,recording-artist-jjune-in-the-vocal-booth-at-checkmark-audio-wearing-headphones-and-ready-for-a-session-in-albuquerque.jpg,jjune-vocal-recording-session-view-02.jpg,visual contact-sheet review
0524,recording-equipment-in-studio-b-at-checkmark-audio-showcasing-a-modern-well-equipped-workstation-for-audio-production-alternate-02.jpg,studio-b-music-production-workstation.jpg,visual contact-sheet review
0525,recording-equipment-in-studio-b-at-checkmark-audio-showcasing-a-modern-well-equipped-workstation-for-audio-production.jpg,studio-b-music-production-workstation-view-02.jpg,visual contact-sheet review
0526,recording-studio-with-a-vibrant-guitar-mural-at-checkmark-audio-albuquerque-highlighting-the-creative-atmosphere-alternate-02.jpg,studio-a-guitar-mural-view-03.jpg,visual contact-sheet review
0527,recording-studio-with-a-vibrant-guitar-mural-at-checkmark-audio-albuquerque-highlighting-the-creative-atmosphere.jpg,studio-a-guitar-mural-view-04.jpg,visual contact-sheet review
0534,richard-in-a-recording-studio-wearing-large-over-ear-headphones-focused-on-a-computer-screen-various-audio-equipment-including-mixers-and-studio-monit-alternate-02.jpg,richard-baca-engineering-at-console.jpg,visual contact-sheet review
0535,richard-in-a-recording-studio-wearing-large-over-ear-headphones-focused-on-a-computer-screen-various-audio-equipment-including-mixers-and-studio-monit.jpg,richard-baca-engineering-at-console-view-02.jpg,visual contact-sheet review
0541,richard2.jpg,richard-baca-control-room-profile.jpg,visual contact-sheet review
0542,richard3-edited.jpg,richard-baca-engineering-at-console-view-03.jpg,visual contact-sheet review
0543,richard3.jpg,richard-baca-engineering-at-console-view-04.jpg,visual contact-sheet review
0544,richard4.jpg,studio-monitor-and-daw-close-up.jpg,visual contact-sheet review
0545,richard5-alternate-02.png,richard-baca-guitar-performance.png,visual contact-sheet review
0546,richard5.jpeg,richard-baca-guitar-performance-view-02.png,visual contact-sheet review
0549,screen-shot-2020-11-17-at-6-38-55-pm.png,checkmark-audio-equalizer-logo.png,visual contact-sheet review
0550,screen-shot-2020-11-17-at-6-38-edited-variant-02.jpg,checkmark-audio-equalizer-logo.jpg,visual contact-sheet review
0551,screen-shot-2020-11-17-at-6-38-edited.jpg,checkmark-audio-equalizer-logo-view-02.jpg,visual contact-sheet review
0552,screen-shot-2020-11-17-at-6-edited.jpg,checkmark-audio-equalizer-mark.jpg,visual contact-sheet review
0553,screenshot-2024-08-01-at-3-13-59-pm.png,bbb-review-screenshot.png,visual contact-sheet review
0554,screenshot-2024-08-01-at-3-15-57-pm.png,google-review-screenshot.png,visual contact-sheet review
0558,standard.jpg,mixing-mastering-standard-package-graphic.jpg,visual contact-sheet review
0560,studio-b-recording-setup-at-checkmark-audio-showcasing-guitars-a-microphone-and-professional-acoustic-treatment-in-albuquerque-alternate-02.jpg,studio-b-instrument-recording-setup.jpg,visual contact-sheet review
0561,studio-b-recording-setup-at-checkmark-audio-showcasing-guitars-a-microphone-and-professional-acoustic-treatment-in-albuquerque.jpg,studio-b-instrument-recording-setup-view-02.jpg,visual contact-sheet review
0567,studio10.arw,studio-a-guitar-mural-hallway.jpg,visual contact-sheet review
0568,studio11.arw,studio-hallway-musician-mural.jpg,visual contact-sheet review
0569,studio12-edited-edited-alternate-02.jpg,studio-hallway-musician-mural-view-02.jpg,visual contact-sheet review
